LOCATION,Country,SECTOR,Sector / Industry,RESTYPE,Type of restriction,SERIES,Series2,TIME,Year,Value,Flag Codes,Flags
AUS,Australia,24,Maritime,V,All types of restrictions,INDEX,Index total,2014,2014,0.25,,
AUS,Australia,24,Maritime,V,All types of restrictions,INDEX,Index total,2015,2015,0.25,,
AUS,Australia,24,Maritime,V,All types of restrictions,INDEX,Index total,2016,2016,0.25,,
AUS,Australia,24,Maritime,V,All types of restrictions,INDEX,Index total,2017,2017,0.25,,
AUS,Australia,24,Maritime,V,All types of restrictions,INDEX,Index total,2018,2018,0.25,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,1997,1997,0.525,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2003,2003,0.475,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2006,2006,0.475,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2010,2010,0.475,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2011,2011,0.475,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2012,2012,0.475,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2013,2013,0.475,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2014,2014,0.455,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2015,2015,0.455,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2016,2016,0.455,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2017,2017,0.455,,
AUS,Australia,25,Air,V,All types of restrictions,INDEX,Index total,2018,2018,0.455,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,1997,1997,0.2,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2003,2003,0.175,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2006,2006,0.175,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2010,2010,0.075,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2011,2011,0.075,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2012,2012,0.075,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2013,2013,0.075,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2014,2014,0.075,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2015,2015,0.075,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2016,2016,0.075,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2017,2017,0.075,,
AUS,Australia,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2018,2018,0.075,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,1997,1997,0.763,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2003,2003,0.763,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2006,2006,0.613,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2010,2010,0.2,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2011,2011,0.2,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2012,2012,0.2,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2013,2013,0.2,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2014,2014,0.2,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2015,2015,0.2,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2016,2016,0.2,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2017,2017,0.2,,
AUS,Australia,27,Media,V,All types of restrictions,INDEX,Index total,2018,2018,0.2,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,1997,1997,0.525,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2003,2003,0.525,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2006,2006,0.525,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2010,2010,0.2,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2011,2011,0.2,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2012,2012,0.2,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2013,2013,0.2,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2014,2014,0.2,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2015,2015,0.2,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2016,2016,0.2,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2017,2017,0.2,,
AUS,Australia,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2018,2018,0.2,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,1997,1997,1,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2003,2003,1,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2006,2006,0.7,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2010,2010,0.2,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2011,2011,0.2,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2012,2012,0.2,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2013,2013,0.2,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2014,2014,0.2,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2015,2015,0.2,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2016,2016,0.2,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2017,2017,0.2,,
AUS,Australia,29,Other media,V,All types of restrictions,INDEX,Index total,2018,2018,0.2,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,1997,1997,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2003,2003,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2006,2006,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2010,2010,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2011,2011,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2012,2012,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2013,2013,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2014,2014,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2015,2015,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2016,2016,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2017,2017,0.4,,
AUS,Australia,30,Communications,V,All types of restrictions,INDEX,Index total,2018,2018,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,1997,1997,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2003,2003,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2006,2006,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2010,2010,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2011,2011,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2012,2012,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2013,2013,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2014,2014,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2015,2015,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2016,2016,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2017,2017,0.4,,
AUS,Australia,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2018,2018,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,1997,1997,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2003,2003,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2006,2006,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2010,2010,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2011,2011,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2012,2012,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2013,2013,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2014,2014,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2015,2015,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2016,2016,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2017,2017,0.4,,
AUS,Australia,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2018,2018,0.4,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,1997,1997,0.283,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2003,2003,0.267,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2006,2006,0.267,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2010,2010,0.133,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2011,2011,0.133,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2012,2012,0.133,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2013,2013,0.133,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2014,2014,0.133,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2015,2015,0.133,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2016,2016,0.133,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2017,2017,0.133,,
AUS,Australia,33,Financial services,V,All types of restrictions,INDEX,Index total,2018,2018,0.133,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,1997,1997,0.3,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2003,2003,0.3,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2006,2006,0.3,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2010,2010,0.2,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2011,2011,0.2,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2012,2012,0.2,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2013,2013,0.2,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2014,2014,0.2,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2015,2015,0.2,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2016,2016,0.2,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2017,2017,0.2,,
AUS,Australia,34,Banking,V,All types of restrictions,INDEX,Index total,2018,2018,0.2,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2003,2003,0.225,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2006,2006,0.225,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2010,2010,0.125,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2011,2011,0.125,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2012,2012,0.125,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2013,2013,0.125,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2014,2014,0.125,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2015,2015,0.125,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2016,2016,0.125,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2017,2017,0.125,,
AUS,Australia,35,Insurance,V,All types of restrictions,INDEX,Index total,2018,2018,0.125,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,1997,1997,0.3,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2003,2003,0.275,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2006,2006,0.275,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2010,2010,0.075,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2011,2011,0.075,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2012,2012,0.075,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2013,2013,0.075,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2014,2014,0.075,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2015,2015,0.075,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2016,2016,0.075,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2017,2017,0.075,,
AUS,Australia,36,Other finance,V,All types of restrictions,INDEX,Index total,2018,2018,0.075,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,1997,1997,0.203,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2003,2003,0.178,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2006,2006,0.178,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2010,2010,0.078,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2011,2011,0.078,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2012,2012,0.078,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2013,2013,0.078,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2014,2014,0.078,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2015,2015,0.078,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2016,2016,0.078,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2017,2017,0.078,,
AUS,Australia,37,Business services,V,All types of restrictions,INDEX,Index total,2018,2018,0.078,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,1997,1997,0.2,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2003,2003,0.175,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2006,2006,0.175,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2010,2010,0.075,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2011,2011,0.075,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2012,2012,0.075,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2013,2013,0.075,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2014,2014,0.075,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2015,2015,0.075,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2016,2016,0.075,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2017,2017,0.075,,
AUS,Australia,38,Legal,V,All types of restrictions,INDEX,Index total,2018,2018,0.075,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,1997,1997,0.21,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2003,2003,0.185,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2006,2006,0.185,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2010,2010,0.085,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2011,2011,0.085,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2012,2012,0.085,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2013,2013,0.085,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2014,2014,0.085,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2015,2015,0.085,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2016,2016,0.085,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2017,2017,0.085,,
AUS,Australia,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2018,2018,0.085,,
AUS,Australia,40,Architectural,V,All types of restrictions,INDEX,Index total,1997,1997,0.2,,
